hhid,yr04,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,revlsprod1_F,revlsprod2_F,revlssold_F,revls1_F,revls2_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlsvar_F,costlspurch_F,costls_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dmtroad,dtmroad,dextn,latitude,longitude,main04,short04,mainstress04,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
14,1,4.099999905,1.4109869,5.85,6.75,32900,1,1,1,33380,0,8600,41980,8600,70444.64063,38427.85547,70444.64063,41980,11.1625824,10.64494896,5150,4533.75,1680,0,1680,0,500,500,0,500,500,0,0,0,0,500,500,5150,4455,0,2936.25,9766.25,7391.25,2213.300049,140,19450,19450,19450,19450,19450,19950,19950,19450,19950,19950,19950,19450,19950,19450,1680,9.875602722,7.426548958,2119.354736,817.6170654,38.65853882,0,329.2683105,392.3170776,367.9268494,158.5,0,1350,1608.5,1508.5,8689.354492,3880,3352.22998,2430,,84.21052551,94.70149231,77.64705658,80,88.8888855,85.56700897,105.3947372,80.68965149,0,5.279747963,0,0,0,5.279747963,0,5.279747963,41,31,10,622,526,306,113,101,54,4.550729752,0,1.663878322,8.107005119,12.34475231,12.19403934,11.12781429,9.843882561,9.904086113,4.904961109,8.90040493,11.04930782,18.58786201,28.10725594,28.45443344,28.40089226,28.42556572,28.39728546,24.23749924,24.23749924,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,6.071650505,19.32365799,15.79224968,13.21097183,11.59571075,4.899734974,18.87596703,15.39075565,12.86776638,11.35972404,,1,2.079441547,824.7000122,530.5999756,-294.1000366,6.715019703,45.09148788,6.274008274,39.36318207,22.15999985,26.58666611,4.42666626,3.098288774,9.599393845,3.280409813,10.76108837,9.630000114,13,3.369999886,2.26488328,5.129695892,2.564949274,6.578965187,20.80507088,15.20873547,20.5813179,16.09251404,7.017262459,8.414085388,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Tugen Estate,LH  - Lower highland,LH3,High Potential Maize Zone,23,,1,29.625,9.5,,numbers,90 kg bag,0.699999988,35.40000153,824.7000122,,0.125,405,9.63,22.16,crate,22.05999947,9.682499886,404.75,5.5,26.58666611,13,530.5999756,41,832,155,0.446523398,0.626288652,,1,1.386294365,1,8.117381096,6.706394196,2.292947292,1,5.065754414,3.336027861,0,0,3.18790102,1,7.207859993,0.77702862,1,7.383057117,1.803630471,1,7.318871021,1.589181066,0,1,1,6.723832607,1,3.713572025,1,5.043425083,1,-2.302585125,1,1.609437943,1,0,1,2.484906673,1,2.251291752,1,3.135494232,1,3.388618708
15,1,3.299999952,1.1939224,5.97,7.166666667,0,1,1,1,10850,-5700,8000,18850,2300,33850,9450,33850,18850,10.42969418,9.844267845,7700,4370,3250,0,3250,0,0,0,0,0,0,0,0,0,0,0,0,7700,4200,0,39.14999771,5589.149902,4239.149902,130,130,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,17659.15039,3250,9.779009819,8.086410522,692.7272949,245.4545441,45.45454788,0,5.454545498,66.66666412,50.90909195,150,0,18,220,168,2286,1440,810,180,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,0,0,0,0,0,0,0,0,0,0,0,51,48,18,145,42.5,111.5,4.550729752,0,0,14.80752373,12.9332695,12.19403934,11.12781429,9.843882561,6.5625,11.16982937,8.90040493,11.04930782,18.58786201,28,28.00498962,28.40089226,28.42556572,28.39728546,24.31914902,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,25.40522766,17.36374092,15.79224968,13.21097183,11.59571075,25.23303604,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,17,,0,25,8.75,,kg,numbers,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,66,154,0.629921257,0.125,,1,1.098612309,1,6.697034359,5.503111839,1.881371617,1,5.010635376,3.33220458,0,0,3.191264153,1,2.890371799,0.77702862,1,5.393627644,3.234955072,1,5.123963833,3.228154182,0,0,1,4.189654827,0,0,1,5.036952496,1,-0.693147182,1,0.693147182,1,1.609437943,1,2.079441547,1,2.169053793,1,2.833213329,1,3.218875885
17,1,16.14999962,2.781919956,9.04,9.75,187497,1,1,1,44400,12800,28000,72400,40800,279657.125,139639.2813,279657.125,72400,12.54131985,11.18996143,41540,24713,4300,0,4300,0,9000,9000,0,5200,5200,0,7800,7800,0,1200,1200,41060,25260,6000,313.1999817,34463.19922,31573.19922,3551.26001,128.6000061,100716.2031,100716.2031,100716.2031,100716.2031,100716.2031,109716.2031,105916.2031,108516.2031,101916.2031,109716.2031,105916.2031,108516.2031,101916.2031,100716.2031,4300,11.52006245,8.366370201,1379.959717,759.2044067,55.85139465,15.47987652,8.916408539,87.05882263,80.24768066,902,250,144,1406,1296,22286.34961,11971.7998,12261.15039,6300,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,0,95.03546143,0,0,0,54.90937805,82.36406708,12.6713953,392,0,392,870,108,787,1249,240,1031,4.550729752,0,4.55425024,12.54835987,12.9332695,12.19403934,11.12781429,9.843882561,11.66401768,11.16982937,8.90040493,11.04930782,18.58786201,28.00443459,28.00498962,28.40089226,28.42556572,28.39728546,24,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,24.51152229,17.36374092,15.79224968,13.21097183,11.59571075,24.36203575,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,24,,0,27,10.11111069,,,90 kg bag,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,392,895,1271,0.537180841,0.526236653,,1,1.098612309,1,9.414191246,6.63227129,2.456508636,1,6.804614544,3.33236289,1,5.52146101,3.178053856,1,4.969813347,0.77702862,1,7.248504162,3.19914341,1,7.167037964,3.193026066,0,1,1,6.796823502,1,5.971261978,1,7.147559166,1,-0.693147182,1,-0.693147182,1,0,1,2.484906673,1,2.313634872,1,3.178053856,1,3.295836926
18,1,2.25,0.810930192,5.22,6.666666667,42000,1,1,1,21600,-24000,0,21600,-24000,23800,10500,23800,21600,10.07744122,9.980448723,5300,3972.5,3700,0,3700,568.2089844,0,568.2089844,513.4020386,0,513.4020386,0,0,0,484.1379089,0,484.1379089,5300,2940,0,0,4040,2940,145,120,13312.5,13880.70898,13825.90234,13312.5,13796.6377,13312.5,13312.5,13312.5,13312.5,13880.70898,13825.90234,13312.5,13796.6377,13880.70898,3700,9.538255692,8.216088295,793.777771,400,46.71110916,0,0,68.93333435,46.71110916,105.0999985,0,0,155.1000061,105.0999985,1786,450,900,0,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,6,0,6,0,6,0,0,0,0,0,0,646,427,299,708,470.5,320,4.550729752,1.791759491,0,13.32586765,12.9332695,12.19403934,11.12781429,9.843882561,23.33333397,11.16982937,8.90040493,11.04930782,18.58786201,27.97336006,28.00498962,28.40089226,28.42556572,28.39728546,24.31914902,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,26.04771042,17.36374092,15.79224968,13.21097183,11.59571075,27.97336006,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,29,,1,36,4.833333492,,,,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,726,790.5,0.251959682,0,,1,1.098612309,1,6.802394867,5.991464615,3.149883032,1,4.654912472,3.331252575,0,0,3.191264153,0,0,0.77702862,1,5.044070244,3.259929895,1,4.654912472,3.331252575,1,0,1,6.587550163,0,0,1,6.672665596,1,-1.609437943,1,-0.693147182,1,-1.609437943,1,1.945910096,1,1.57553637,1,3.367295742,1,3.583518982
20,1,4.25,1.446918964,3.64,4,0,1,1,0,39850,-30900,0,39850,-30900,79650,7350,79650,39850,11.28539753,10.59287739,8400,7440,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,8400,2800,0,195.75,2995.75,2995.75,1200,0,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,18835.75,400,9.843511581,5.991464615,1231.411743,148.2352905,23.52941132,0,21.1764698,44.70588303,44.70588303,100,0,90,190,190,5233.5,4050,630,0,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,0,0,0,0,0,0,0,0,1291,791,625,420,49,376,7.599999905,0.600000024,7,4.550729752,0,0,15.21926022,12.9332695,12.19403934,11.12781429,9.843882561,1.814814806,11.16982937,8.90040493,11.04930782,18.58786201,28,28.00498962,28.40089226,28.42556572,28.39728546,24.31914902,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,15.7671051,17.36374092,15.79224968,13.21097183,11.59571075,15.7671051,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,70,none,0,41.5,2.5,,,kg,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,1416,425,7.599999905,0.773860693,0,,1,1.098612309,1,6.445719719,4.998800755,0.595983446,1,4.60517025,3.33220458,0,0,3.191264153,1,4.499809742,0.77702862,1,5.247024059,2.757925749,1,5.247024059,2.757925749,0,0,1,6.052089214,1,7.255591393,1,2.028148174,1,-0.693147182,1,-0.356674939,1,0.693147182,0,0,1,0.91629076,1,4.248495102,1,3.725693464
21,1,2.700000048,0.993251801,3.643333333,4.833333333,4900,1,1,1,32880,4300,10000,42880,14300,51290.05859,16659.28516,51290.05859,42880,10.84525204,10.66616058,0,3183,1420,0,1420,0,500,500,0,0,0,0,500,500,0,0,0,0,5900,0,870,6770,6770,230,130,9953,9953,9953,9953,9953,10453,9953,10453,9953,10453,9953,10453,9953,9953,1420,9.205629349,7.258412361,1421.124146,536.0777588,77.77777863,0,148.1481476,225.9259186,225.9259186,210,0,400,610,610,3837.035156,1980,1447.410034,900,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,0,5.279747963,0,0,0,0,5.279747963,0,0,0,0,362,202,160,29.25,14.25,18,4.550729752,0,1.663878322,13.36710644,12.9332695,12.19403934,11.12781429,9.843882561,8.413780212,11.16982937,8.90040493,11.04930782,18.58786201,28.09523773,28.00498962,28.40089226,28.42556572,28.39728546,24.31914902,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,11.09836102,17.36374092,15.79224968,13.21097183,11.59571075,11.09836102,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,84,none,0,38.79999924,6,,,crate,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,362,32.25,0.516023397,0.454545468,,1,1.098612309,1,7.277531147,6.284279346,2.129870892,1,5.34710741,3.335600138,0,0,3.191264153,1,5.991464615,0.77702862,1,6.413458824,2.406797409,1,6.413458824,2.406797409,0,1,1,5.891644001,0,0,1,3.473518133,1,-0.693147182,1,0.91629076,1,1.386294365,0,0,1,1.791759491,1,4.43081665,1,3.658420324
22,1,8.100000381,2.091864109,5.405,6,0,1,1,1,34400,-34300,0,34400,-34300,104075,51450,104075,34400,11.55286694,10.44581223,20100,11899,8850,0,8850,0,1850,1850,0,850,850,0,1000,1000,0,850,850,20100,11200,0,213.1499939,20338.15039,11413.15039,175,120,52337.14844,52337.14844,52337.14844,52337.14844,52337.14844,54187.14844,53187.14844,53337.14844,53187.14844,54187.14844,53187.14844,53337.14844,53187.14844,52337.14844,8850,10.86546135,9.088172913,950.4320679,544.444397,49.38271332,0,12.09876442,105.3086395,61.48147964,400,0,98,853,498,7698.5,6840,4410,3960,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,0,19.5350666,0,0,0,8.975571632,10.55949593,8.975571632,0,0,0,110,60,90,417,233,291,4.550729752,0,2.972211123,13.51886749,12.9332695,12.19403934,11.12781429,9.843882561,7.521929741,11.16982937,8.90040493,11.04930782,18.58786201,28,28.00498962,28.40089226,28.42556572,28.39728546,24.31914902,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,23.84308434,17.36374092,15.79224968,13.21097183,11.59571075,22.91797256,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,82,none,0,35.625,9.75,,,,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,150,524,0.888484776,0.578947365,,1,1.098612309,1,8.391630173,6.299765587,2.017822742,1,5.991464615,3.33220458,0,0,3.191264153,1,4.584967613,0.77702862,1,6.748759747,3.171494246,1,6.210599899,3.13192153,0,1,1,5.010635376,0,0,1,6.261491776,1,-1.609437943,1,-0.693147182,1,-0.693147182,0,0,1,2.277267218,1,4.406719208,1,3.573047638
23,1,1.850000024,0.615185678,4.2,5,25400,1,0,0,16110,4300,10000,26110,14300,18282.85352,12318.57129,18282.85352,26110,9.813718796,10.17007351,1400,1042.25,1240,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,0,1305,2705,2705,2.400000095,0,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,5147.25,1240,8.546217918,7.122866631,1044.88916,591.7945557,27.02702713,0,324.3243103,351.3513489,351.3513489,50,0,600,650,650,1933.044922,300,1094.819946,0,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,0,0,0,0,0,0,0,0,172,52,160,489,264,275,330,286,66,4.550729752,0,0,9.458059311,12.9332695,12.19403934,11.12781429,9.843882561,41.06190491,11.16982937,8.90040493,11.04930782,18.58786201,28,28.00498962,28.40089226,28.42556572,28.39728546,24.31914902,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,4.161538601,17.36374092,15.79224968,13.21097183,11.59571075,4.161538601,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,62,none,1,57.66666794,2.666666746,90 kg bag,,tonnes,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,212,539,352,0.155195564,0,,1,1.098612309,1,6.998345375,6.383159637,3.715080738,1,3.912023067,3.33220458,0,0,3.191264153,1,6.396929741,0.77702862,1,6.47697258,1.425884843,1,6.47697258,1.425884843,0,0,1,6.289715767,1,5.356586456,1,5.863631248,1,0,1,0.91629076,1,2.302585125,0,0,1,0.980829298,1,4.127134323,1,4.054679394
24,1,4.349999905,1.470175862,8.295,10.66666667,88100,0,0,0,27450,4300,28000,55450,32300,39882.10938,18618.57227,39882.10938,55450,10.59368324,10.92323685,7200,3887.5,1780,0,1780,0,200,200,0,0,0,0,200,200,0,0,0,7200,0,0,435,435,435,0,0,11522.5,11522.5,11522.5,11522.5,11522.5,11722.5,11522.5,11722.5,11522.5,11722.5,11522.5,11722.5,11522.5,11522.5,1780,9.352056503,7.484368801,697.4298706,375.8206787,0,0,45.97701263,45.97701263,45.97701263,0,0,200,200,200,3033.819824,2305,1634.819946,1260,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,0,2.111899137,0,0,0,0,2.111899137,0,5,10,5,1360,641,1106,940,636,402,4.550729752,0,0.747587621,13.14583969,12.9332695,12.19403934,11.12781429,9.843882561,8.077471733,11.16982937,8.90040493,11.04930782,18.58786201,28.00498962,28.00498962,28.40089226,28.42556572,28.39728546,24.31914902,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,2.174999952,17.36374092,15.79224968,13.21097183,11.59571075,2.174999952,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,16,,0,38.36363602,6.454545498,,,tonnes,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,15,1747,1038,0.759768248,0.546637774,,1,1.098612309,1,7.399288177,5.929111958,2.089078903,0,0,3.332382679,0,0,3.191264153,1,5.298317432,0.77702862,1,5.298317432,0.77702862,1,5.298317432,0.77702862,0,1,1,7.465655327,1,2.708050251,1,6.945051193,1,-0.510825634,1,0.405465096,1,2.302585125,1,2.079441547,1,1.864784598,1,2.77258873,1,3.647109985
25,1,10.02000046,2.304583073,3.86,5,0,1,1,1,25250,10000,0,25250,10000,214732.125,105000,214732.125,25250,12.27714634,10.13658142,0,16507.5,1610,0,1610,2367.537354,9750,12117.53711,855.6700439,6500,7355.669922,526.9736938,5750,6276.973633,1613.793091,4000,5613.792969,0,24500,6000,6090,37090,36590,2120,120,53597.5,55965.03906,54453.17188,54124.47266,55211.29297,63347.5,60097.5,59347.5,57597.5,65715.03906,60953.17188,59874.47266,59211.29297,55965.03906,1610,10.93248272,7.383989334,1637.724487,898.2035522,87.3253479,24.95009804,279.4411011,392.1157532,391.7165527,875,250,2800,3929,3925,16410,14350,9000,7200,,76.66666412,94.70149231,68.46154022,91.42857361,69.2857132,85.56700897,105.3947372,80.68965149,25,102.9550858,10,5,20,68.63671875,60.71709824,42.2379837,0,0,0,9,5,5,37,41,17,4.550729752,3.218875885,4.634292603,13.0854435,12.9332695,12.19403934,11.12781429,9.843882561,7.317073345,11.16982937,8.90040493,11.04930782,18.58786201,28,28.00498962,28.40089226,28.42556572,28.39728546,24,24.31914902,24.40428925,24.29489326,23.7670517,2.174999952,2.174999952,2.174999952,2.174999952,2.174158335,9.440060616,17.36374092,15.79224968,13.21097183,11.59571075,9.322293282,17.1854763,15.39075565,12.86776638,11.35972404,kg,1,0.693147182,830.7000122,319.7999878,-510.9000244,6.722268581,45.18889618,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,20.85779762,15.34278774,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,36,,0,35.07692337,8.384614944,,,,0.699999988,35.29999924,830.7000122,,0,406,9.8,22.26,bunches,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,10,58,0.874466777,0.501742184,,1,1.098612309,1,9.104979515,6.800396919,1.990210414,1,6.774223804,3.33220458,1,5.52146101,3.178053856,1,7.937374592,0.77702862,1,8.276140213,2.244962454,1,8.275121689,2.232408762,1,1,1,2.302585125,0,0,1,4.060442924,0,0,1,-0.693147182,1,2.890371799,1,2.484906673,1,2.126398563,1,3.583518982,1,3.557543516
