hhid,yr07,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,hybfmz2_F,revlssoldc_F,revlssoldo_F,revlsprodc_F,revlsprodo_F,revlsmilk_F,revlsprod1_F,revlsprod2_F,revlssold_F,revlsc_F,revls1_F,revls2_F,revls3_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlspurchc_F,costlspurch_F,costlsvar2_F,costlsvar1_F,costls1c_F,costls1_F,costls2c_F,costls2_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dextn,dmtroad,dtmroad,latitude,longitude,main07,short07,mainstress07,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
13,1,5.199999809,1.648658633,6.68,7.5,86400,1,1,1,0,28500,0,12000,5700,50400,3000,17700,28500,40500,31500,46200,78900,126260,43250,126260,31500,11.74609852,10.35774326,9400,8780,0,0,11490,4960,4960,4960,11490,11490,1367.9104,6900,8267.910156,633.75,4500,5133.75,806.944458,6400,7206.944336,561.2902832,500,1061.290283,9400,3450,14200,0,31790,17650,2437.899902,2300,49970,51337.91016,50603.75,50776.94531,50531.28906,56870,54470,56370,50470,58237.91016,55103.75,57176.94531,51031.28906,51337.91016,4960,10.84618473,8.509160995,2561.294434,765.8134766,19.23077011,96.15384674,0,193.4615479,115.3846207,100,500,0,1006,600,13318.73047,11739.2998,3982.22998,2970,100,118.75,105.223877,108.3333359,130,100,105.625,115.2777786,93.54838562,13,65.57447052,6,7,6,42.76596069,60.8227005,4.751773357,0,0,0,0,0,5,0,0,41,4.65609026,2.564949274,4.183186531,9.47988224,11.55343056,11.00905991,10.27090931,10.32773113,3.684206009,6.912678242,17.44545364,16.94570732,15.4458437,34.5,34.31707382,34.17511749,34.20154953,35.09943771,28.39999962,29.09714317,28.41881943,28.47829819,29.24797821,2.069892406,2.069892406,2.052463293,2.044748545,1.947020173,31.60039711,20.80302238,17.69549942,16.20542145,15.06414509,29.41666603,19.64051437,16.58206367,15.16552353,14.72443485,Aug,1,2.079441547,429.6494751,530.5999756,100.9505005,6.062969685,36.75960159,6.274008274,39.36318207,22.15999985,26.58666611,4.42666626,3.098288774,9.599393845,3.280409813,10.76108837,9.630000114,13,3.369999886,2.26488328,5.129695892,2.564949274,6.578965187,18.784832,13.73191833,20.5813179,16.09251404,7.017262459,8.414085388,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Tugen Estate,LH  - Lower highland,LH3,High Potential Maize Zone,19,form 1,0,27.81818199,7.272727489,,,,0.699999988,35.40000153,429.6494751,,0.5,405,9.63,22.16,Apr,22.05999947,9.682499886,404.75,5.5,26.58666611,13,530.5999756,0,5,41,0.881412804,0.252996355,mod deep - deep,1,1.386294365,1,8.289597511,6.640938759,1.304055095,1,4.60517025,3.540959358,1,6.214608192,3.346389055,0,0,0.727496624,1,6.913737297,3.453169584,1,6.396929741,3.381561279,1,1,1,1.609437943,0,0,1,3.713572025,1,0.693147182,1,1.945910096,1,1.609437943,1,2.197224617,1,1.984131336,1,2.944438934,1,3.325689793
14,1,3.400000095,1.223775506,3.19,3.75,24400,1,1,1,0,0,2850,12000,600,29925,780,12600,2850,12000,3630,15450,32775,51808.42969,25500,51808.42969,3630,10.85530853,8.196988106,4500,6107.8,15000,0,4070,2900,17900,2900,19070,4070,0,935,935,0,935,935,0,0,0,0,935,935,4500,4250,0,1500,7300,5750,2660,260,17907.80078,17907.80078,17907.80078,17907.80078,17907.80078,18842.80078,18842.80078,17907.80078,18842.80078,18842.80078,18842.80078,17907.80078,18842.80078,17907.80078,2900,9.792991638,7.972465992,1372.888306,692.5941162,36.76470566,0,205.8823547,257.3529358,242.647049,125,0,700,875,825,4667.820313,1982,2354.820068,900,100,118.75,105.223877,108.3333359,130,100,105.625,115.2777786,93.54838562,0,8.88581562,0,0,0,8.88581562,0,8.88581562,0,0,0,482,900,34,738,450,361,4.65609026,0,2.184456348,11.09906292,11.55343056,11.00905991,10.27090931,10.32773113,12.86579227,6.912678242,17.44545364,16.94570732,15.4458437,34,34.31707382,34.17511749,34.20154953,35.09943771,29.09714317,29.09714317,28.41881943,28.47829819,29.24797821,2.142857075,2.069892406,2.052463293,2.044748545,1.947020173,8.342857361,20.80302238,17.69549942,16.20542145,15.06414509,6.969696999,19.64051437,16.58206367,15.16552353,14.72443485,Aug,1,2.079441547,429.6494751,530.5999756,100.9505005,6.062969685,36.75960159,6.274008274,39.36318207,22.15999985,26.58666611,4.42666626,3.098288774,9.599393845,3.280409813,10.76108837,9.630000114,13,3.369999886,2.26488328,5.129695892,2.564949274,6.578965187,18.784832,13.73191833,20.5813179,16.09251404,7.017262459,8.414085388,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Tugen Estate,LH  - Lower highland,LH3,High Potential Maize Zone,17,form 2,1,30.88888931,11.22222233,,,,0.699999988,35.40000153,429.6494751,,0.5,405,9.63,22.16,Apr,22.05999947,9.682499886,404.75,5.5,26.58666611,13,530.5999756,0,934,811,0.424609303,0.454086781,mod deep - deep,1,1.386294365,1,7.764219761,6.540444374,2.554572105,1,4.828313828,3.526360512,0,0,3.370640039,1,6.551080227,0.762140036,1,6.774223804,2.12140584,1,6.71538353,1.941571712,0,1,1,6.839476585,0,0,1,6.698267937,1,-1.609437943,1,1.945910096,1,1.098612309,1,2.302585125,1,2.417896032,1,2.833213329,1,3.430396557
15,1,3,1.098612309,6.49,7.583333333,12400,1,1,0,0,43500,4200,12000,-1650,6975,400,10350,47700,55500,48100,58050,54675,47750,30750,47750,48100,10.77373409,10.78103733,4300,4661.8,0,0,2600,1220,1220,1220,2600,2600,0,3500,3500,0,1000,1000,0,1600,1600,0,1900,1900,4300,0,0,0,0,0,3300,1300,8961.799805,8961.799805,8961.799805,8961.799805,8961.799805,12461.7998,9961.799805,10561.7998,10861.7998,12461.7998,9961.799805,10561.7998,10861.7998,8961.799805,1220,9.100726128,7.106606007,1244.469971,932.4699707,0,0,0,0,0,0,0,0,0,0,3733.409912,1710,2797.409912,900,100,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,0,33.26241302,0,0,0,9.503546715,15.20567417,18.0567379,0,0,0,11,11,0,18,18,0,4.65609026,0,3.50442791,12.78991604,12.03187847,11.00905991,10.27090931,10.32773113,17.98245621,12.66131401,17.44545364,16.94570732,15.4458437,34.00790024,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,2.025132179,2.025132179,2.052463293,2.044748545,1.947020173,19.1939373,19.1939373,17.69549942,16.20542145,15.06414509,17.58208656,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,0,pre school,1,16.88888931,6.888888836,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,11,18,0.45802632,0.526315808,Mod dp/varia,1,1.098612309,1,7.936449051,6.837836742,2.889396667,0,0,3.52659297,0,0,3.33220458,0,0,0.705634952,0,0,2.954594374,0,0,2.866880655,0,1,1,2.397895336,0,0,1,2.890371799,1,-1.203972816,1,-0.91629076,1,3.044522524,0,0,1,1.929909825,0,0,1,2.826655865
16,1,6.15500021,1.817264795,1,1,0,1,1,1,0,0,0,6000,0,25200,0,6000,0,6000,0,6000,25200,139185,132375,139185,0,11.84355927,,11650,7635,15000,0,4850,900,15900,900,19850,4850,0,5330,5330,0,630,630,0,5330,5330,0,0,0,11650,6831.5,0,300,21381.5,7131.5,1105,1100,40666.5,40666.5,40666.5,40666.5,40666.5,45996.5,41296.5,45996.5,40666.5,45996.5,41296.5,45996.5,40666.5,40666.5,900,10.61316013,6.802394867,2086.418213,1938.051147,32.64012909,0,24.37042999,130.1218567,57.01055908,200.8999939,0,150,800.9000244,350.8999939,12841.90527,10800,11928.70508,10800,100,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,0,50.65390015,0,0,0,5.987234116,50.65390015,0,0,0,0,0,0,0,20,31,0.5,4.65609026,0,3.925016165,10.83834457,12.03187847,11.00905991,10.27090931,10.32773113,12.25694466,12.66131401,17.44545364,16.94570732,15.4458437,34.00448227,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,2,2.025132179,2.052463293,2.044748545,1.947020173,26.69684029,19.1939373,17.69549942,16.20542145,15.06414509,20.3234539,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,48,form 5,0,31.5,12,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,0,31.5,0.840996683,1,Mod dp/varia,1,1.098612309,1,9.386702538,7.569437981,2.506092787,1,5.302807331,3.526492357,0,0,3.33220458,1,5.010635376,0.693147182,1,6.685736179,3.284545183,1,5.860501289,3.011775494,0,1,0,0,0,0,1,3.44998765,1,-2.302585125,1,-0.693147182,1,2.944438934,1,2.564949274,1,2.484906673,1,3.871201038,1,3.44998765
17,1,10.5,2.351375341,8.86,9.5,135000,1,1,1,0,73500,6000,6000,1500,54600,7225,7500,79500,79500,86725,87000,134100,309850,176500,309850,86725,12.64384365,11.3704977,16800,18276.65,0,0,6750,4100,4100,4100,6750,6750,0,3100,3100,0,2500,2500,0,0,0,0,3100,3100,16800,0,23100,0,49400,23100,4870,2870,84476.64844,84476.64844,84476.64844,84476.64844,84476.64844,87576.64844,86976.64844,84476.64844,87576.64844,87576.64844,86976.64844,84476.64844,87576.64844,84476.64844,4100,11.34423065,8.318741798,2221.411377,1518.554321,0,78.57142639,0,153.3333282,78.57142639,0,825,0,1610,825,23324.82031,19305,15944.82031,12600,100,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,0,29.46099281,0,0,0,23.75886536,0,29.46099281,0,0,0,171,51,147,451,255,343,4.65609026,0,3.383067131,13.284132,12.03187847,11.00905991,10.27090931,10.32773113,9.142708778,12.66131401,17.44545364,16.94570732,15.4458437,34.00790024,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,2.025132179,2.025132179,2.052463293,2.044748545,1.947020173,30.68322945,19.1939373,17.69549942,16.20542145,15.06414509,28,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,21,form 5,1,25.29999924,9.699999809,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,198,598,0.82765913,0.652680635,Mod dp/varia,1,1.098612309,1,9.67688942,7.32551384,2.212956667,0,0,3.52659297,1,6.71538353,3.33220458,0,0,0.705634952,1,7.383989334,3.423716307,1,6.71538353,3.33220458,0,1,1,5.288267136,0,0,1,6.393590927,1,-2.302585125,1,-1.609437943,1,2.484906673,1,2.564949274,1,2.272125959,1,3.044522524,1,3.230804443
18,1,1.919999957,0.652325153,4.28,5,72000,1,1,1,0,30000,3600,-51000,1200,17100,200,-49800,33600,-21000,33800,-16200,50700,15335.7998,11125,15335.7998,33800,9.637945175,10.42821598,3750,3140,0,300,2380,2020,2020,2320,2380,2680,0,0,0,0,0,0,0,0,0,0,0,0,3750,2550,0,450,7550,3000,0,0,14440,14440,14440,14440,14440,14440,14440,14440,14440,14440,14440,14440,14440,14440,2320,9.577757835,7.749322414,765.5286255,544.8515625,39.0625,0,109.375,226.5625,148.4375,75,0,210,435,285,1469.814941,300,1046.11499,0,150,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,0,0,0,0,0,0,0,0,0,0,0,30,25,20,285,400,162.5,4.65609026,0,0,10.43383026,12.03187847,11.00905991,10.27090931,10.32773113,37.08333206,12.66131401,17.44545364,16.94570732,15.4458437,34,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,2.142857075,2.025132179,2.052463293,2.044748545,1.947020173,17.35632133,19.1939373,17.69549942,16.20542145,15.06414509,10.52631569,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,6,pre school,1,26.5714283,2.714285612,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,45,562.5,0.204107329,0,Mod dp/varia,1,1.098612309,1,6.952838421,6.300513268,3.613167524,1,4.317488194,3.526360512,0,0,3.33220458,1,5.34710741,0.762140036,1,6.075345993,2.853956699,1,5.652489185,2.35387826,0,0,1,3.80666256,0,0,1,6.332391262,1,-0.693147182,1,0,1,2.708050251,0,0,1,0.998528779,1,1.791759491,1,3.279836416
20,1,1,0,5.12,7,6250,1,1,1,0,0,2400,6000,900,9900,600,6900,2400,6000,3000,9300,12300,12832.46094,12832.46094,12832.46094,3000,9.459733009,8.006367683,1800,1215,0,0,1500,940,940,940,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,1800,1700,1400,0,3100,3100,1350,1350,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,940,8.718500137,6.845880032,1188.119995,1188.119995,50,50,0,100,100,50,50,0,100,100,1188.119995,540,1188.119995,540,100,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,0,0,0,0,0,0,0,0,59,10,55,49,40,33,0,0,12,4.65609026,0,0,10.80064392,12.03187847,11.00905991,10.27090931,10.32773113,23.76381683,12.66131401,17.44545364,16.94570732,15.4458437,34,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,2.025132179,2.025132179,2.052463293,2.044748545,1.947020173,31,19.1939373,17.69549942,16.20542145,15.06414509,31,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,25,std 6,1,24.125,1.625,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,65,73,12,0.454499543,1,Mod dp/varia,1,1.098612309,1,7.080127716,7.080127716,3.168164015,1,3.912023067,3.526360512,1,3.912023067,3.33220458,0,0,0.705634952,1,4.60517025,3.433987141,1,4.60517025,3.433987141,0,0,1,4.290459633,1,4.174387455,1,2.484906673,1,-0.693147182,1,0,1,2.708050251,1,1.791759491,1,0.485507816,1,3.218875885,1,3.183248758
23,1,0.825999975,-0.19116053,4.01,4.416666667,30600,1,1,1,0,0,0,6000,-2100,10575,1400,3900,0,6000,1400,3900,10575,9635,5750,9635,1400,9.173157692,7.244227409,800,1235,0,0,2250,490,490,490,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,800,850,0,1300,2150,2150,280,250,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,4185,490,8.339262009,6.194405556,1244.927368,662.723938,30.26634407,0,786.9249878,817.1912842,817.1912842,25,0,650,675,675,1028.309937,139.5,547.4099731,0,100,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,0,0,0,0,0,0,0,0,0,0,0,148,124,48,148,124,49.5,4.65609026,0,0,9.369743347,12.03187847,11.00905991,10.27090931,10.32773113,41.21863937,12.66131401,17.44545364,16.94570732,15.4458437,34,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,2,2.025132179,2.052463293,2.044748545,1.947020173,3.185185194,19.1939373,17.69549942,16.20542145,15.06414509,3.185185194,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,42,form 1,1,44.20000076,5,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,172,173.5,0.135659486,0,Mod dp/varia,1,1.098612309,1,6.305198193,6.496358395,3.718890667,1,3.218875885,3.526360512,0,0,3.33220458,1,6.47697258,0.693147182,1,6.514712811,1.158510447,1,6.514712811,1.158510447,0,0,1,5.147494316,0,0,1,5.156177521,1,-0.693147182,1,0.693147182,1,1.098612309,1,2.197224617,1,1.609437943,1,3.737669706,1,3.788724899
24,1,2.849999905,1.047318935,6.798333333,8.583333333,40500,1,1,1,0,0,0,42000,5400,23400,1900,47400,0,42000,1900,47400,23400,38310.80078,21500,38310.80078,1900,10.55348682,7.549609184,1750,3625,0,0,3800,1300,1300,1300,3800,3800,0,0,0,0,0,0,0,0,0,0,0,0,1750,5100,2800,0,7900,7900,1100,1000,13275,13275,13275,13275,13275,13275,13275,13275,13275,13275,13275,13275,13275,13275,1300,9.493638039,7.170119762,1120.182495,699.9368286,52.63158035,35.08771896,0,87.71929932,87.71929932,150,100,0,250,250,3192.52002,1470,1994.819946,900,150,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,0,0,0,0,0,0,0,0,0,0,0,390,372,118,393,168,331,4.65609026,0,0,12.00017548,12.03187847,11.00905991,10.27090931,10.32773113,14.62585068,12.66131401,17.44545364,16.94570732,15.4458437,34,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,2.025132179,2.025132179,2.052463293,2.044748545,1.947020173,31.60000038,19.1939373,17.69549942,16.20542145,15.06414509,31.60000038,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,18,form 4,0,24.75,5.818181992,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,490,499,0.460451305,0.612244904,Mod dp/varia,1,1.098612309,1,7.59830904,6.550990105,2.682790518,1,5.010635376,3.526360512,1,4.60517025,3.33220458,0,0,0.705634952,1,5.52146101,3.453157187,1,5.52146101,3.453157187,0,0,1,6.194405556,0,0,1,6.212605953,1,-0.693147182,1,0,1,2.708050251,1,2.484906673,1,1.760987878,1,2.890371799,1,3.208825588
25,1,13.25,2.583997488,4.905,6.25,154000,1,1,1,0,15000,0,6000,3900,29700,3200,9900,15000,21000,18200,24900,44700,151035.7969,81500,151035.7969,18200,11.92527199,9.809176445,0,15645,0,0,9810,7260,7260,7260,9810,9810,526.1193848,11450,11976.11914,0,5250,5250,0,4450,4450,467.7419434,7000,7467.742188,0,18700,0,2500,35750,21200,4350,4350,51395,51921.12109,51395,51395,51862.74219,62845,56645,55845,58395,63371.11719,56645,55845,58862.74219,51921.12109,7260,10.857481,8.890134811,876.7939453,558.0996094,41.50943375,0,132.07547,207.6226349,173.5848999,550,0,1750,2751,2300,11617.51953,10330,7394.819824,6300,50,120,105.223877,115,133.3333282,113.3333359,105.625,115.2777786,93.54838562,5,108.8156052,0,0,5,49.89361572,42.29078293,66.52482605,0,0,0,0,0,0,0,0,0,4.65609026,1.609437943,4.689654827,13.00069237,12.03187847,11.00905991,10.27090931,10.32773113,7.889641762,12.66131401,17.44545364,16.94570732,15.4458437,34,34.00790024,34.17511749,34.20154953,35.09943771,28,28,28.41881943,28.47829819,29.24797821,1.428571463,2.025132179,2.052463293,2.044748545,1.947020173,12.99527454,19.1939373,17.69549942,16.20542145,15.06414509,9.217391014,17.58208656,16.58206367,15.16552353,14.72443485,Feb,1,0.693147182,487.8121643,319.7999878,-168.0121765,6.189930439,38.31523895,5.767695904,33.26631546,22.26000023,25.88666725,3.626667023,3.102791309,9.627314568,3.253728151,10.58674622,9.800000191,12.51333332,2.71333313,2.282382488,5.209269524,2.526794672,6.384691715,19.20606232,14.12778854,18.76651382,14.57378292,7.081756592,8.221503258,Rift Valley,Uasin Gishu,Moiben,Sergoit,Chepkoilel,Kaprobu,LH  - Lower highland,LH3,High Potential Maize Zone,10,std 3,1,14.10000038,5.599999905,,,,0.699999988,35.29999924,487.8121643,,0.375,406,9.8,22.26,Jun,22.05999947,9.682499886,404.75,5.5,25.88666725,12.51333332,319.7999878,0,0,0,0.889174342,0.609874129,Mod dp/varia,1,1.098612309,1,8.908535004,6.324537277,2.065550804,1,6.309918404,3.526360512,0,0,3.33220458,1,7.467370987,0.356674969,1,7.919719696,2.564585686,1,7.740664482,2.221091986,1,1,0,0,0,0,0,0,1,-2.995732307,1,0.693147182,1,2.302585125,1,1.098612309,1,1.722766638,1,2.302585125,1,2.646174908
